SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,LeaseContractLength,PurchaseOption,OfferingClass,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Storage Media,Volume Type,Max Volume Size,Max IOPS/volume,Max IOPS Burst Performance,Max throughput/volume,Provisioned,Tenancy,EBS Optimized,Operating System,License Model,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,CapacityStatus,Dedicated EBS Throughput,ECU,Elastic GPU Type,Enhanced Networking Supported,GPU,GPU Memory,Instance,Instance Capacity - 10xlarge,Instance Capacity - 2xlarge,Instance Capacity - 32xlarge,Instance Capacity - 4xlarge,Instance Capacity - 8xlarge,Instance Capacity - 9xlarge,Instance Capacity - large,Instance Capacity - medium,Instance Capacity - xlarge,Intel AVX Available,Intel AVX2 Available,Intel Turbo Available,Normalization Size Factor,Physical Cores,Pre Installed S/W,Processor Features,serviceName
URGXD2SFFV6PJGW7,JRTCKXETXF,URGXD2SFFV6PJGW7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.208 per Dedicated RHEL m2.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.208,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m2.4xlarge,No,Memory optimized,8,Intel Xeon Family,,68.4 GiB,2 x 840,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m2.4xlarge,RunInstances:0010,Used,,26,,,,,,,,,,,,,,,,,,32,,NA,,Amazon Elastic Compute Cloud
PCMEF8PUJ2K4JEB5,JRTCKXETXF,PCMEF8PUJ2K4JEB5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.518 per Dedicated Windows m2.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.518,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m2.4xlarge,No,Memory optimized,8,Intel Xeon Family,,68.4 GiB,2 x 840,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m2.4xlarge,RunInstances:0002,Used,,26,,,,,,,,,,,,,,,,,,32,,NA,,Amazon Elastic Compute Cloud
YKZXQZPGPVZNNRHA,JRTCKXETXF,YKZXQZPGPVZNNRHA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.270 per Dedicated Linux m2.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.27,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m2.xlarge,No,Memory optimized,2,Intel Xeon Family,,17.1 GiB,1 x 420,Moderate,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m2.xlarge,RunInstances,Used,,6.5,,,,,,,,,,,,,,,,,,8,,NA,,Amazon Elastic Compute Cloud
D87JMYVFZXKJD58A,JRTCKXETXF,D87JMYVFZXKJD58A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.370 per Dedicated SUSE m2.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.37,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m2.xlarge,No,Memory optimized,2,Intel Xeon Family,,17.1 GiB,1 x 420,Moderate,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m2.xlarge,RunInstances:000g,Used,,6.5,,,,,,,,,,,,,,,,,,8,,NA,,Amazon Elastic Compute Cloud
XYZXK8CJSF87RVWV,JRTCKXETXF,XYZXK8CJSF87RVWV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.380 per Dedicated Windows m2.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.38,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m2.xlarge,No,Memory optimized,2,Intel Xeon Family,,17.1 GiB,1 x 420,Moderate,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m2.xlarge,RunInstances:0002,Used,,6.5,,,,,,,,,,,,,,,,,,8,,NA,,Amazon Elastic Compute Cloud
V6MQGHYV9HMHTNFE,JRTCKXETXF,V6MQGHYV9HMHTNFE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.330 per Dedicated RHEL m2.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.33,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m2.xlarge,No,Memory optimized,2,Intel Xeon Family,,17.1 GiB,1 x 420,Moderate,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m2.xlarge,RunInstances:0010,Used,,6.5,,,,,,,,,,,,,,,,,,8,,NA,,Amazon Elastic Compute Cloud
TQV69AZUDVU7GUKY,JRTCKXETXF,TQV69AZUDVU7GUKY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.695 per Dedicated Usage SUSE m3.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.695,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.2xlarge,No,General purpose,8,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,30 GiB,2 x 80 SSD,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m3.2xlarge,RunInstances:000g,Used,,26,,,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
9HGFJGGDXTRDQUED,JRTCKXETXF,9HGFJGGDXTRDQUED.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.14 per Dedicated Usage Windows m3.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.14,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.2xlarge,No,General purpose,8,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,30 GiB,2 x 80 SSD,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m3.2xlarge,RunInstances:0002,Used,,26,,,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
VZ59SXRTT8GCK9N3,JRTCKXETXF,VZ59SXRTT8GCK9N3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.728 per Dedicated Usage RHEL m3.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.728,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.2xlarge,No,General purpose,8,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,30 GiB,2 x 80 SSD,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m3.2xlarge,RunInstances:0010,Used,,26,,,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
Q7DXWWF6MF8PNEWR,JRTCKXETXF,Q7DXWWF6MF8PNEWR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.585 per Dedicated Usage Linux m3.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.585,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.2xlarge,No,General purpose,8,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,30 GiB,2 x 80 SSD,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m3.2xlarge,RunInstances,Used,,26,,,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
YT5JTCAUXT587YW7,JRTCKXETXF,YT5JTCAUXT587YW7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.212 per Dedicated Usage RHEL m3.large Instance Hour,01/08/2018,0,Inf,Hrs,0.212,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.large,No,General purpose,2,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,7.5 GiB,1 x 32 SSD,Moderate,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m3.large,RunInstances:0010,Used,,6.5,,,,,,,,,,,,,,,,,,4,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
4CWD92A352MDCZ9Q,JRTCKXETXF,4CWD92A352MDCZ9Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.256 per Dedicated Usage SUSE m3.large Instance Hour,01/08/2018,0,Inf,Hrs,0.256,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.large,No,General purpose,2,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,7.5 GiB,1 x 32 SSD,Moderate,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m3.large,RunInstances:000g,Used,,6.5,,,,,,,,,,,,,,,,,,4,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
WXU9QBE38YNQDZE3,JRTCKXETXF,WXU9QBE38YNQDZE3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.285 per Dedicated Usage Windows m3.large Instance Hour,01/08/2018,0,Inf,Hrs,0.285,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.large,No,General purpose,2,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,7.5 GiB,1 x 32 SSD,Moderate,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m3.large,RunInstances:0002,Used,,6.5,,,,,,,,,,,,,,,,,,4,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
CDK4SMXRA7K87J58,JRTCKXETXF,CDK4SMXRA7K87J58.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.146 per Dedicated Usage Linux m3.large Instance Hour,01/08/2018,0,Inf,Hrs,0.146,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.large,No,General purpose,2,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,7.5 GiB,1 x 32 SSD,Moderate,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m3.large,RunInstances,Used,,6.5,,,,,,,,,,,,,,,,,,4,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
VMVVV7NDFCNYYB5X,JRTCKXETXF,VMVVV7NDFCNYYB5X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.184 per Dedicated Usage SUSE m3.medium Instance Hour,01/08/2018,0,Inf,Hrs,0.184,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.medium,No,General purpose,1,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,3.75 GiB,1 x 4 SSD,Moderate,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m3.medium,RunInstances:000g,Used,,3,,,,,,,,,,,,,,,,,,2,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
D9S2YAG2HUF7C3PC,JRTCKXETXF,D9S2YAG2HUF7C3PC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.074 per Dedicated Usage Linux m3.medium Instance Hour,01/08/2018,0,Inf,Hrs,0.074,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.medium,No,General purpose,1,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,3.75 GiB,1 x 4 SSD,Moderate,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m3.medium,RunInstances,Used,,3,,,,,,,,,,,,,,,,,,2,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
5NPY8GZN5BFUPMDZ,JRTCKXETXF,5NPY8GZN5BFUPMDZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.143 per Dedicated Usage Windows m3.medium Instance Hour,01/08/2018,0,Inf,Hrs,0.143,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.medium,No,General purpose,1,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,3.75 GiB,1 x 4 SSD,Moderate,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m3.medium,RunInstances:0002,Used,,3,,,,,,,,,,,,,,,,,,2,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
KGZ5JY4FKTR75YN3,JRTCKXETXF,KGZ5JY4FKTR75YN3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.14 per Dedicated Usage RHEL m3.medium Instance Hour,01/08/2018,0,Inf,Hrs,0.14,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.medium,No,General purpose,1,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,3.75 GiB,1 x 4 SSD,Moderate,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m3.medium,RunInstances:0010,Used,,3,,,,,,,,,,,,,,,,,,2,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
TDQNZBUHCYXTFDUS,JRTCKXETXF,TDQNZBUHCYXTFDUS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.359 per Dedicated Usage RHEL m3.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.359,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.xlarge,No,General purpose,4,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,15 GiB,2 x 40 SSD,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m3.xlarge,RunInstances:0010,Used,,13,,,,,,,,,,,,,,,,,,8,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
5ESJGGVJ9BWYXAY9,JRTCKXETXF,5ESJGGVJ9BWYXAY9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.57 per Dedicated Usage Windows m3.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.57,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.xlarge,No,General purpose,4,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,15 GiB,2 x 40 SSD,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m3.xlarge,RunInstances:0002,Used,,13,,,,,,,,,,,,,,,,,,8,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
332GEN3V5S3FTKZJ,JRTCKXETXF,332GEN3V5S3FTKZJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.403 per Dedicated Usage SUSE m3.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.403,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.xlarge,No,General purpose,4,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,15 GiB,2 x 40 SSD,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m3.xlarge,RunInstances:000g,Used,,13,,,,,,,,,,,,,,,,,,8,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
YUPSNN9JFU6UZYAS,JRTCKXETXF,YUPSNN9JFU6UZYAS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.293 per Dedicated Usage Linux m3.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.293,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m3.xlarge,No,General purpose,4,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,15 GiB,2 x 40 SSD,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m3.xlarge,RunInstances,Used,,13,,,,,,,,,,,,,,,,,,8,,NA,Intel AVX; Intel Turbo,Amazon Elastic Compute Cloud
N3VSW4S7495SMAMS,JRTCKXETXF,N3VSW4S7495SMAMS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.84 per Dedicated Windows m4.10xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.84,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.10xlarge,Yes,General purpose,40,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,160 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m4.10xlarge,RunInstances:0002,Used,4000 Mbps,124.5,,Yes,,,,,,,,,,,,,,,,80,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
UEMM3EBWG9B8QGPK,JRTCKXETXF,UEMM3EBWG9B8QGPK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.00 per Dedicated Linux m4.10xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.10xlarge,Yes,General purpose,40,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,160 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m4.10xlarge,RunInstances,Used,4000 Mbps,124.5,,Yes,,,,,,,,,,,,,,,,80,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
EK8RQK3XNDHYVHY2,JRTCKXETXF,EK8RQK3XNDHYVHY2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.13 per Dedicated RHEL m4.10xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.13,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.10xlarge,Yes,General purpose,40,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,160 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m4.10xlarge,RunInstances:0010,Used,4000 Mbps,124.5,,Yes,,,,,,,,,,,,,,,,80,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
K28HPP98RVTNWAAD,JRTCKXETXF,K28HPP98RVTNWAAD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.10 per Dedicated SUSE m4.10xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.1,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.10xlarge,Yes,General purpose,40,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,160 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m4.10xlarge,RunInstances:000g,Used,4000 Mbps,124.5,,Yes,,,,,,,,,,,,,,,,80,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
MGX8XKF9UWBS8FMV,JRTCKXETXF,MGX8XKF9UWBS8FMV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.30 per Dedicated SUSE m4.16xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.3,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.16xlarge,Yes,General purpose,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,256 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m4.16xlarge,RunInstances:000g,Used,10000 Mbps,188,,Yes,,,,,,,,,,,,,,,,128,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
H4ERZSZPBES3WKPY,JRTCKXETXF,H4ERZSZPBES3WKPY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.33 per Dedicated RHEL m4.16xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.33,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.16xlarge,Yes,General purpose,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,256 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m4.16xlarge,RunInstances:0010,Used,10000 Mbps,188,,Yes,,,,,,,,,,,,,,,,128,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
JH77489982R9B75M,JRTCKXETXF,JH77489982R9B75M.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.20 per Dedicated Linux m4.16xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.2,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.16xlarge,Yes,General purpose,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,256 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m4.16xlarge,RunInstances,Used,10000 Mbps,188,,Yes,,,,,,,,,,,,,,,,128,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
GSFCFZ283SFGMM8F,JRTCKXETXF,GSFCFZ283SFGMM8F.JRTCKXETXF.6YS6EN2CT7,OnDemand,$6.144 per Dedicated Windows m4.16xlarge Instance Hour,01/08/2018,0,Inf,Hrs,6.144,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.16xlarge,Yes,General purpose,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,256 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m4.16xlarge,RunInstances:0002,Used,10000 Mbps,188,,Yes,,,,,,,,,,,,,,,,128,,NA,"Intel AVX, Intel AVX2, Intel Turbo",Amazon Elastic Compute Cloud
3KAFWJNHJ6VKA77T,JRTCKXETXF,3KAFWJNHJ6VKA77T.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.44 per Dedicated Linux m4.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.44,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.2xlarge,Yes,General purpose,8,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,32 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m4.2xlarge,RunInstances,Used,1000 Mbps,26,,Yes,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
CZNF2F6CSUG2M7XY,JRTCKXETXF,CZNF2F6CSUG2M7XY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.57 per Dedicated RHEL m4.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.57,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.2xlarge,Yes,General purpose,8,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,32 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m4.2xlarge,RunInstances:0010,Used,1000 Mbps,26,,Yes,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
3X4XPPD8AEXYQCJ7,JRTCKXETXF,3X4XPPD8AEXYQCJ7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.54 per Dedicated SUSE m4.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.54,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.2xlarge,Yes,General purpose,8,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,32 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m4.2xlarge,RunInstances:000g,Used,1000 Mbps,26,,Yes,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
AS5YFH475AAXG3U6,JRTCKXETXF,AS5YFH475AAXG3U6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.808 per Dedicated Windows m4.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.808,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.2xlarge,Yes,General purpose,8,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,32 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m4.2xlarge,RunInstances:0002,Used,1000 Mbps,26,,Yes,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
Z7CW8886929Z9X5V,JRTCKXETXF,Z7CW8886929Z9X5V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.88 per Dedicated Linux m4.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.88,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.4xlarge,Yes,General purpose,16,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,64 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:m4.4xlarge,RunInstances,Used,2000 Mbps,53.5,,Yes,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
KX42WEB78EWUHU8Q,JRTCKXETXF,KX42WEB78EWUHU8Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.98 per Dedicated SUSE m4.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.98,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.4xlarge,Yes,General purpose,16,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,64 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:m4.4xlarge,RunInstances:000g,Used,2000 Mbps,53.5,,Yes,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
A2QSKG5CZVECRMUE,JRTCKXETXF,A2QSKG5CZVECRMUE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.616 per Dedicated Windows m4.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.616,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.4xlarge,Yes,General purpose,16,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,64 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:m4.4xlarge,RunInstances:0002,Used,2000 Mbps,53.5,,Yes,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
FTHQYJFCP3DPSYCY,JRTCKXETXF,FTHQYJFCP3DPSYCY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.01 per Dedicated RHEL m4.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.01,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,m4.4xlarge,Yes,General purpose,16,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,64 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:m4.4xlarge,RunInstances:0010,Used,2000 Mbps,53.5,,Yes,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
